"keyword","impression","click","cost","ranking","conversion"
"哈尔滨飞机",206,1,0.3,7.59,0
"飞机票预定",110,1,0.69,8.87,0
"济南-飞机票",191,1,0.53,6.48,0
"特价济南飞机票",11,1,1.04,6.6,0
"买飞机票官网",7,1,0.47,5.71,0
"郑州飞机时刻表",24,1,0.73,3.82,0
"重庆便宜机票",7,1,0.69,5.5,0
"北京机票价格查询",94,2,1.53,8.82,0
"广州机票预定查询",28,2,1.74,2.64,0
"特惠机票",4274,189,118.73,8.62,2
"海南特价机票",37,2,1.56,5.86,0
"广州特价飞机票",469,5,2.34,9.31,0
"乌鲁木齐特价机票查询",120,3,1.94,10.19,1
"南昌机票多少钱",13,1,0.42,7.73,0
"武汉-飞机票",6,1,0.59,5,0
"乌鲁木齐打折机票查询",50,1,0.62,10.8,0
"上海打折机票预订",6,1,0.85,13.5,0
"特价机票查询",2539,95,60.41,8.54,4
"特价南宁机票查询网",25,1,0.62,7.48,0
"昆明打折机票",46,2,1.54,10.03,0
"大连机票",36,1,0.59,7.47,0
"端午节-特价机票",11,2,1.41,3.33,0
"特价广州飞机票",66,1,0.64,9.98,0
"机票查询",351,2,0.94,10.82,0
"深圳-特价机票",5,1,1.29,1,0
"长沙的飞机",292,1,0.53,7.38,0
"海口特价机票",29,2,1.44,3.76,0
"北京折扣机票",8,1,1.79,5.17,0
"南京打折机票",8,1,1,6.5,0
"哈尔滨特价飞机票",705,2,1.45,8.94,0
"折扣机票查询",71,4,2.91,8.6,0
"杭州特价机票",106,1,0.74,9.33,0
"广州特价飞机票",1138,15,6.5,7.81,0
"广州特价机票",130,2,1.91,6.99,0
"机票价格查询",2068,18,9.53,11.04,0
"长春航班查询",41,2,1.67,4.89,0
"查询机票价格",413,4,4.15,10.03,0
"深圳飞机票预定",24,1,1.05,8.15,0
"深圳廉价机票",10,3,2.66,5,0
"机票票查询",159,1,0.5,10.06,0
"太原的飞机",43,1,1.04,7.78,0
"飞机订票网站",67,1,0.44,6.26,0
"昆明打折飞机票",748,9,5.67,8.56,0
"北京机票订购",544,17,10.36,6.42,1
"上海的飞机票",68,1,0.56,10.05,0
"西安飞机",410,3,1.85,6.48,0
"打折飞机票",29,5,3.53,4.5,0
"网上买机票流程",106,1,0.44,5.17,0
"最低折扣机票",33,3,2.05,4.8,0
"深圳机票团购网",9,3,5.87,1,0
"乌鲁木齐特价机票预定",5,1,0.65,4,0
"北京机票团购",14,1,0.86,6.1,0
"天津机票",88,2,0.93,5.21,0
"哈尔滨订票",83,4,2.48,1.13,0
"海口航班时刻表",24,1,0.73,3.68,0
"三亚打折机票",141,5,2.76,6.7,0
"重庆航班查询",168,2,0.97,7.3,0
"机票价格",3045,10,9.68,10.42,0
"网上订机票网站",48,2,1,3.83,0
"特价珠海飞机票",21,1,0.68,5.84,0
"乌鲁木齐飞机",305,1,0.54,5.74,0
"长春特价飞机票查询",12,1,0.53,8.63,0
"安徽黄山旅游景点",184,1,0.89,10.94,0
"上海打折机票",26,1,0.73,6.33,0
"南昌-飞机票",112,1,0.53,6.81,0
"牡丹江特价机票",8,1,0.74,3.75,0
"特价机票预订",33,1,0.97,6.93,0
"武汉便宜飞机票",6,1,0.56,3.33,0
"深圳便宜飞机票",28,2,1.3,8.16,0
"拉萨机票",78,4,2.64,7.68,0
"途牛网机票",5,1,0.39,1,0
"网上低价往返机票",281,21,17.34,7.42,0
"哪个航空的机票便宜",45,4,1.93,6.75,1
"哪个航空公司机票便宜",40,1,0.5,8.72,0
"上海订机票",1601,5,2.92,9.58,0
"机票预订",5874,90,81.49,9.85,9
"网上订购飞机票",310,2,1.48,8.45,0
"上海-便宜飞机票",127,10,8.48,5.12,0
"广州便宜机票",304,9,6.11,7.46,0
"南京航班时刻表",63,1,0.3,5.6,0
"订购机票",351,10,10.25,7.27,1
"订机票最便宜的网站",355,40,41.27,5.68,7
"哈尔滨特价机票",105,1,0.77,10.51,0
"三亚特惠机票",15,1,0.51,7.36,0
"定机票的网站",27,1,0.5,10.14,0
"厦门机票",251,5,3.52,5.65,0
"西安飞机票便宜",8,2,1.46,6.6,0
"飞机票预订电话",20,1,0.6,10.36,0
"郑州-飞机票",114,1,0.71,6.5,0
"深圳特价机票查询",18,6,7.4,5.88,0
"广州机票特价",110,4,2.56,9.31,1
"乌鲁木齐的飞机票",90,1,0.87,10.11,0
"元旦期间特价机票",6,1,0.98,1,0
"上海-飞机票",140,1,0.77,8.6,0
"机票",9078,113,55.69,7.59,7
"网上购票",1709,11,5.06,3.53,0
"广州的机票",930,33,34.94,7.06,2
"天津飞机票",99,1,0.62,6.12,0
"广州航班查询",12,1,0.93,5.57,0
"深圳机票",76,1,0.55,8.21,0
"最便宜飞机票",273,2,0.99,8.62,0
"特价南京飞机票",8,2,1.45,6.75,0
"去哪儿机票查询",52,1,0.45,7.94,0
"去哪网机票查询",1373,2,0.9,10.83,0
"乌鲁木齐飞机票",596,1,0.75,8.49,0
"舟山机票",5,2,1.18,11,0
"哈尔滨机票查询",27,1,0.75,8.5,1
"呼和浩特的飞机",132,4,2.76,5.8,0
"南京飞机票",1423,28,22.44,8.07,0
"南京往返机票",113,1,1.07,10.3,1
"预订机票",60,2,2.15,9.23,0
"昆明机票价格查询",21,1,0.47,11,0
"廉价机票",945,77,49.02,6.55,1
"济南机票价格",31,4,2.21,4.62,0
"厦门特价机票查询",24,1,0.76,7.6,0
"三亚打折机票",12,1,0.64,3.5,0
"西安机票往返",11,1,0.56,9.44,0
"济南飞机时刻表",45,1,0.78,4.3,0
"上海的机票",288,1,0.48,8.17,0
"五一打折机票",17,2,2.27,3.1,0
"广州特价飞机票",1213,18,7.94,8.89,0
"厦门的飞机票",74,1,0.64,8.99,0
"西安的机票",21,1,0.53,7.31,0
"武汉飞机票订票官网",7,1,1.02,7,0
"南京机票预订",23,1,0.3,10.81,0
"三亚特价机票",17,2,1.5,4.08,0
"长沙飞机",43,1,0.92,7.62,0
"哈尔滨便宜机票",495,6,3.85,9.06,0
"北京便宜机票",17,1,1.01,4.92,0
"武汉特价机票",15,2,1.15,7.93,0
"厦门机票预订",20,2,1.25,8.06,0
"哈尔滨飞机时刻表",73,1,0.53,4.01,0
"厦门机票预定",1371,22,9.27,8.51,0
"南京飞机时刻表",18,1,0.74,4.2,0
"广州机票",174,1,0.76,8.15,0
"春节-机票",10,1,1,3.67,0
"北京航班查询",1318,1,0.53,6.12,0
"特价机票网可靠吗",152,1,0.5,2.46,0
"天津的飞机",307,5,2.85,5.03,0
"怎么买飞机票便宜",12,1,0.44,7.5,0
"网上订机票",372,3,2.1,9.42,0
"什么网定机票最便宜",3,2,1,7.67,0
"飞机票",2951,3,2.13,9.5,0
"哪儿网机票查询",129,2,1.18,6.74,0
"机票",28168,304,305.24,6.57,14
"三亚机票往返",38,1,1.1,7.26,0
"乌鲁木齐机票预订",18,1,0.99,10.85,0
"机票",36012,423,429.18,7.12,15
"深圳机票查询",64,1,0.79,9.13,0
"海口机票",14,3,1.95,6.62,0
"西双版纳的航班",10,1,0.53,3.38,0
"飞机票官网",62,2,0.9,9.09,0
"机票预定网站",8,1,0.34,7.33,0
"深圳的飞机票",77,1,0.54,9.64,0
"大连特价飞机票",193,2,1.51,7.62,0
"海口-飞机票",32,1,0.62,7.13,0
"广州-机票价格",47,1,0.79,6.23,0
"长春的飞机",62,2,1.17,6.44,0
"春节特价机票",106,12,10.93,4.19,0
"广州飞机时刻表",33,1,0.78,5.27,0
"最好的机票网站",5,1,0.34,3.33,0
"上海机票网",20,1,0.46,4.53,0
"南昌特价机票",96,2,0.92,8.49,0
"杭州便宜飞机票",21,1,0.97,8.72,0
"飞机票预订",3011,30,24.09,9.34,13
"飞机票",9612,135,202.92,8.92,12
"机票查询",830,7,3.08,11.41,3
"网上预订机票",1089,36,45.26,7.72,6
"买飞机票",1070,33,19.88,7.31,0
"广州-机票",155,3,1.97,6.26,0
"途牛网机票",15,1,0.39,1.08,0
"长沙机票查询",269,1,0.72,8.01,0
"广州打折机票网",5,1,0.97,4,0
"敦煌特价机票",3,1,0.75,6,0
"机票预定",744,25,34.51,6.22,0
"深圳机票-价格",25,2,1.51,10.83,0
"沈阳出发特价机票",10,1,0.71,10.67,0
"定飞机票的网站",10,1,0.48,9.2,0
"去哪里机票",383,3,1.37,8.93,0
"网购机票",38,1,0.68,9.21,0
"长春飞机",182,1,0.74,5.27,0
"三亚打折机票",69,1,0.61,6.88,0
"三亚航班时刻表",33,1,0.53,4.13,0
"深圳机票",119,12,9.55,4.37,6
"三亚的飞机票",31,1,0.61,7.81,0
"机票-打折",105,2,0.68,10.38,0
"上海特惠机票",4,1,0.68,2,0
"北京机票优惠",6,1,0.99,4.67,0
"订三亚机票",8,1,0.3,6.43,0
"什么网站定机票便宜",7,1,0.46,8.14,0
"飞机票打折",376,7,2.38,11.09,1
"哈尔滨飞机票网站",3,1,0.34,5,0
"南京飞机票",16,1,0.75,7.85,0
"最便宜的机票",52,11,11.78,5.04,0
"哈尔滨的飞机",146,2,1.18,6.35,0
"机票什么时候订最便宜",59,5,3.44,5.9,0
"西双版纳打折机票",9,1,0.7,6.67,0
"深圳机票往返",301,2,1.35,9.62,0
"订机票",499,6,3.75,8.41,0
"订机票-深圳",212,10,10.85,5.95,0
"厦门订机票",12,1,0.45,7.73,0
"酷讯飞机",41,1,0.58,11,0
"上海-预订机票",187,6,5.11,7.97,0
"昆明机票多少钱",41,1,0.49,8.24,0
"乌鲁木齐机票查询",64,1,0.79,10.35,0
"5.1特价机票",15,1,1.2,1.2,0
"厦门飞机时刻表",22,2,1.32,3.72,0
"哈尔滨机票头等舱",6,1,0.53,3.33,0
"包头特价机票",28,2,1.35,6.85,0
"飞机票网上怎么订票",76,2,0.93,6.48,0
"预订特价机票",1106,16,16.31,7.59,0
"去哪网机票预订",524,1,0.3,8.76,0
"哈尔滨机票网站",6,1,0.61,2,0
"三亚机票",84,6,4.33,5.76,0
"订机票去哪个网站",8,1,0.45,11,0
"定机票网站",47,1,0.34,10.44,0
"jipiao",778,2,1.95,6.38,0
"特价机票预订",169,5,5.59,9.3,0
"网上飞机票预订官网",6,1,0.45,6.25,0
"乌鲁木齐航班时刻表",27,1,0.71,7.12,0
"哈尔滨预订机票",32,3,2.89,8.06,0
"廉价机票订购",291,34,27.33,5.83,0
"打折飞机票查询",176,7,7.55,9.48,0
"特价机票查询",3067,160,169.11,7.9,4
"机票预定",430,18,25.86,6.16,1
"哈尔滨机票特价",5,1,0.59,7,0
"乌鲁木齐特价飞机票",356,9,6.79,7.44,1
"去哪儿网机票查询",1863,1,0.45,6.69,0
"厦门机票往返",31,1,0.69,7,0
"南昌飞机时刻表",72,2,0.6,3.62,0
"深圳机票价格查询",185,1,0.98,9.06,0
"机票预订网",1249,13,8.08,10.39,2
"哈尔滨往返机票",617,8,4.08,7.92,2
"上海飞机时刻表",90,2,1.17,6.22,0
"青岛-机票",8,1,0.62,5.67,0
"飞机票便宜",18,1,0.35,9.67,0
"去哪儿网订机票可靠吗",315,1,0.45,5.17,0
"机票",5268,6,1.81,10.62,0
"广州便宜机票",273,5,3.71,7.9,0
"北京特价飞机票",125,1,0.63,7.85,0
"飞机票提前几天预订",103,5,3.39,4.62,0
"南航机票",26,1,0.48,9.88,0
"大连-飞机票",19,1,0.9,8.88,0
"特价西安飞机票",11,1,0.78,7.71,0
"杭州的飞机票",445,3,1.61,9.47,0
"低价机票查询",63,6,6.25,7.05,0
"北京的机票",1466,23,15.54,8.1,0
"乌海飞机票",24,1,0.45,6.18,0
"海口航班时刻表",22,1,0.58,4.37,0
"飞机票价格查询网",30,1,0.48,9.07,0
"三亚-机票",14,5,2.98,4.45,0
"杭州-飞机票",11,1,0.92,3.22,0
"南京往返机票",39,1,0.71,10.38,0
"网上机票",1142,10,4.53,7.95,0
"大连飞机票查询",142,4,3.38,7.47,0
"网上机票",2531,17,7.81,8.08,6
"上海订机票",184,1,0.83,9.36,0
"呼和浩特特价机票",71,4,2.81,8.56,0
"昆明的飞机票",494,6,2.65,8.76,0
"郑州低价机票",55,1,0.78,8.84,0
"廉价机票订购",298,30,24.72,5.97,1
"丽江特价机票",7,1,1.49,2,0
"上海订机票",1096,22,17.61,8.52,5
"重庆特价机票",54,2,1.41,8.81,0
"广州折扣机票网",4,1,0.91,5,0
"武汉折扣机票",6,1,0.7,8.5,0
"机票",54160,357,187.04,8.32,23
"武汉出发特价机票",8,1,0.68,3.33,0
"哈尔滨-机票",9,1,0.3,9.56,0
"三亚飞机票便宜",25,3,3.21,5.76,0
"飞机票最便宜",26,1,0.5,9,0
"什么时间买机票便宜",12,1,0.7,4.5,0
"乌鲁木齐机票多少钱",13,1,0.53,8.8,0
"国内机票预订查询",32,1,0.45,10.35,0
"长春航班查询",91,1,0.53,6.62,0
"长春机票预订",12,1,0.77,8.11,0
"宁波特价机票",24,3,2.2,3.35,0
"深圳便宜飞机票",17,1,0.68,7.69,0
"大连机票",92,1,0.6,9.2,0
"机票",48614,646,779.3,6.95,32
"飞机票网上订票",163,2,1.38,9.57,0
"济南航班时刻表",16,2,1.53,6.13,0
"打折机票预订",373,8,6.39,10.11,0
"怎么订机票",675,5,4.12,8.31,0
"宜昌特价机票",6,1,0.75,7,0
"厦门特价机票",357,6,4.12,6.99,0
"怎样买到便宜机票",134,6,4.35,6.02,0
"广州的飞机",264,2,0.79,6.25,0
"哈尔滨折扣机票",63,3,2.15,10.11,0
"长沙机票",28,1,1.31,2.7,0
"深圳打折飞机票",7,1,0.95,2.6,0
"武汉特价飞机票",89,1,0.79,7.64,0
"长春打折机票",69,1,0.79,7.58,0
"三亚飞机票预定",114,2,1.17,9.05,0
"上海机票预订",110,2,1.88,6.36,0
"端午节机票打折",4,1,0.63,2,0
"厦门低价机票",116,5,4.53,8.38,0
"乌鲁木齐机票",41,1,0.78,10.59,0
"郑州机票价格",17,1,0.79,8.81,0
"长春飞机票网上订票",8,1,0.58,7.57,0
"打折机票攻略",6,1,0.5,5.5,0
"合肥特价机票",17,1,0.74,10.5,0
"特价深圳机票",20,1,0.73,7.58,0
"折扣机票",731,4,2.31,9.32,0
"便宜的飞机票",91,2,1.39,6.56,0
"民航机票预订",119,6,5.87,4.68,0
"深圳机票预订",622,13,7.15,9.49,0
"北京机票价格",1871,44,28.62,2.78,0
"特价飞机票",233,15,8.5,7.12,0
"机票票号查询",19,1,0.59,3.06,0
"成都机票",155,1,0.79,8.64,0
"成都订票",22,1,0.95,2.15,0
"飞机订票网",79,3,1.41,7.79,0
"途牛网机票",40,11,6.23,1.06,1
"呼和浩特航班时刻表",39,4,2.12,4.19,0
"机票-打折",61,1,0.34,9.56,0
"郑州机票预定",12,1,0.4,8.8,0
"特价昆明机票网",13,2,1.48,8.9,0
"最便宜的飞机票",317,15,7.58,7.03,4
"长春特价机票",43,2,1.44,5.82,0
"三亚机票",588,18,13.36,8.18,0
"西双版纳-机票价格",7,1,0.7,6,0
"厦门机票查询",44,1,0.76,7.16,0
"天津-机票",262,2,1.1,8.14,0
"买机票网站",63,3,1.4,8.48,0
"那个网站机票最便宜",16,2,0.96,6.27,0
"厦门特价机票查询",97,3,1.85,8.66,3
"海南特价机票",9,2,1.4,6.13,0
"厦门机票",70,3,2.03,4.94,0
"上海打折机票网",8,1,0.77,6.75,0
"订机票网站",613,30,19.26,6.93,0
"武汉机票预订",22,1,0.53,8.63,0
"国内低价机票",19,1,0.85,11.64,0
"武汉折扣机票",6,1,0.97,5.5,0
"北京的机票",335,3,2.17,7.32,0
"厦门特价机票",32,4,2.37,4.28,0
"西双版纳航班时刻表",4,1,0.66,2,0
"广州往返机票",64,1,0.65,9.38,0
"三亚特价机票",163,5,3.64,7.63,0
"订机票官网",515,1,0.5,9.81,0
"徐州特价机票",5,1,0.75,5,0
"海口机票",90,2,1.31,7.86,0
"太原飞机票价",19,1,0.53,6.26,0
"海口特价机票",137,2,0.8,8.13,0
"三亚飞机",244,1,0.33,7.62,0
"天津机票价格查询",10,1,1.09,6.88,0
"乌海飞机票",28,1,0.44,8.07,0
"去深圳的机票",4,1,0.67,10.5,0
"预定优惠机票",53,1,0.68,8.73,0
"哪里买飞机票便宜",90,4,1.93,6.11,0
"网上订机票网站",26,1,0.48,5.45,0
"网上预定机票",224,2,2.14,7.83,0
"武汉机票价格",924,32,18.66,2.84,0
"上海便宜飞机票",275,2,2.12,9.57,0
"海口-机票",8,2,0.89,5,0
"哈尔滨特价飞机票",521,5,3.5,8.74,0
"成都航班时刻表",134,1,0.53,6.05,0
"广州打折机票",27,1,0.79,8.46,0
"乌鲁木齐特价机票",38,2,1.85,7.33,0
"广州廉价机票",3,1,0.85,4.33,0
"杭州机票预订",14,1,0.96,10.73,0
"订购机票",1503,19,11.93,9.47,0
"呼和浩特的飞机",115,1,0.75,5.91,0
"特价飞机票查询",705,7,3.88,9.52,1
"昆明便宜机票",36,2,0.93,9.77,0
"长沙机票",292,3,2.33,6.74,0
"折扣机票",186,11,7.77,8.86,0
"北京的航班",189,1,0.64,5.26,0
"广州特价机票",55,1,0.75,7.6,0
"去哪网机票查询",2702,4,1.8,8.97,0
"特价机票-查询",356,3,1.81,7.68,0
"南宁特价机票",160,1,0.64,7.98,1
"电子机票",39,1,0.93,7,0
"机票订购",5531,23,12.68,10.38,0
"南昌航班",30,1,0.93,10,0
"深圳飞机票价",164,1,0.79,7.61,0
"深圳便宜机票",32,3,2.33,6.5,0
"机票订购",595,14,13.92,8.6,3
"儿童机票规定",217,12,7.59,2.16,0
"上海往返机票",41,1,0.79,8.42,0
"杭州的航班",24,1,1.06,5.67,0
"上海飞机时刻表",48,1,1,5.64,0
"广州廉价机票",12,2,1.89,3.8,0
"昆明飞机",967,8,5.06,7.96,0
"沈阳飞机票",11,1,0.73,11.89,0
"天津机票打折",117,2,1.43,8.76,0
"武汉打折机票",29,1,1,6.44,0
"重庆机票网",12,1,0.88,6.7,0
"长沙的飞机票",106,1,1.01,9.94,0
"广州打折机票",43,1,0.79,9.66,0
"三亚优惠机票",75,1,0.43,9.49,0
"上海机票特价",64,1,0.67,6.37,0
"南宁机票价格查询",65,1,0.66,10.28,0
"特价机票-酷讯",30,2,0.99,7,0
"西双版纳特价飞机票",10,1,0.58,6,0
"1折机票网",15,1,0.67,4.75,0
"上海打折机票",39,1,0.98,8.78,0
"特价北京飞机票查询",56,1,0.79,7.61,0
"泸州机票",11,1,0.75,4.17,0
"哪家机票便宜",3,1,0.5,9,0
"上海-机票网",20,1,1.08,9.39,0
"飞机票特价网",9,3,1.34,8.14,0
"杭州特价机票",78,2,1.38,7,0
"长沙飞机",471,1,0.61,6.76,0
"乌鲁木齐订机票-电话",12,1,0.76,5.5,0
"三亚航班时刻表",24,1,0.3,4.36,0
"成都低价机票",20,1,0.91,8.15,0
"机票票查询",141,2,0.9,8.43,0
"便宜的飞机票",209,8,5.27,6.62,0
"武汉订机票",60,1,0.57,9.84,0
"预定便宜机票",536,20,13.14,8.17,4
"机票特价",10,2,1.7,3.33,0
"武汉特价飞机票查询",12,1,0.62,8.67,0
"春节机票特价",3,1,1,4,0
"北京便宜飞机票",10,1,0.81,2.8,1
"五一飞机票查询",3,1,1.09,1,0
"海口订机票",8,1,0.61,2.5,0
"途牛网机票",13,5,1.97,1.43,10
"兰州特价机票",2,1,0.75,8,0
"折扣机票",145,4,2.8,7.95,0
"哪个网站的机票便宜",9,1,0.41,5.14,0
"北京便宜飞机票",2,1,0.76,7,0
"厦门折扣机票",37,1,0.7,7.26,0
"春节飞机票查询",7,2,0.68,9.33,0
"北京打折机票",34,2,1.23,10.09,1
"深圳机票查询",68,2,1.7,7.65,0
"特价机票价格查询",77,2,1.45,8.5,0
"北京飞机票网上订票",17,1,0.9,9.83,0
"南航官网机票查询",70,2,0.91,10.12,0
"上海特价机票",89,4,3.15,7.09,0
"昆明飞机时刻表",24,1,0.96,4.74,0
"天津特价机票查询",14,1,0.65,6.45,0
"定机票",273,4,1.96,9.7,0
"打折机票可以退吗",100,1,0.48,2.29,0
"长春特价机票",293,4,2.98,8.48,2
"海口-飞机票",43,2,1.09,7.02,0
"北京特价机票",42,4,4.53,3.51,0
"上海机票特价",27,1,1.1,2.3,0
"查机票的网站",32,1,0.47,9.38,0
"重庆-机票",5,1,0.59,7.25,0
"飞机票价查询",360,4,4.17,10.46,0
"去哪里机票",282,2,0.9,7.54,0
"深圳-折扣机票",14,1,2.15,4.11,0
"沈阳机票网",6,1,0.6,6,0
"航空机票预订",97,1,0.76,8.67,0
"深圳机票网上预订",7,1,0.91,6,0
"哈尔滨折扣机票",23,2,1.18,8.1,0
"西安特价机票查询网",47,1,0.58,7.23,0
"西安便宜飞机票",148,1,0.73,10.56,0
"呼和浩特特价飞机票",36,1,0.69,6.8,0
"上海机票",203,1,0.91,8.06,0
"南宁飞机",179,1,0.53,6.36,0
"太原飞机时刻表",31,1,0.96,4.3,0
"哈尔滨航班时刻表",170,6,3.94,4.37,0
"深圳机票价格查询",124,1,0.98,9.7,0
"携程网-特价机票",205,2,1.12,8.11,0
"什么时候买机票最便宜",18,1,0.44,8,0
"上海订机票",1236,8,6.04,9.85,0
"飞机票预订",925,6,3.11,10.18,0
"乌鲁木齐特价机票",30,1,0.73,8.05,0
"北京飞机票网站",2,1,0.8,6,0
"元旦-特价机票",4,1,0.99,3,0
"机票秒杀网",29,5,2.65,1.85,0
"特价机票价格查询",269,31,25.54,5.68,0
"机票",32259,481,476.87,7.33,27
"厦门机票",277,2,1.11,5.65,0
"哈尔滨航班查询",183,2,1.01,6.2,0
"杭州的机票",191,1,0.49,8.44,0
"一折特价机票",8,1,0.75,3.75,0
"飞机票",42032,52,39.79,8.48,2
"上海打折机票",81,4,4.1,7.19,0
"深圳航班查询",441,1,0.3,6.37,0
"长沙飞机票",99,1,0.77,9.89,1
"特价机票-去哪儿",391,2,0.9,11.05,0
"十一放假安排-2013",18849,8,3.92,1,0
"成都特价机票查询",17,1,0.75,11.08,0
"上海的航班",161,1,0.51,8.68,0
"武汉特价机票",24,3,1.87,4.65,0
"最低折扣机票",55,5,3.49,9.49,0
"机票预订",7039,397,599.33,8.42,21
"2013年春节机票预定",5,1,0.96,1.33,0
"广州机票多少钱",68,1,1.16,8.21,0
"太原打折机票",28,1,0.71,8.17,0
"南京航班",27,2,2.01,6.27,0
"购买机票网站",47,1,0.5,8.82,0
"打折机票",3335,43,20.41,10.61,0
"打折机票价格查询",580,19,10.33,7.96,0
"北京-飞机票",759,1,0.95,8.06,0
"打折机票预订查询",9,1,0.68,4.86,0
"厦门机票",65,1,0.94,7.11,0
"特价飞机票网上订票官网",497,7,3.34,8.93,0
"订特价机票的网站",4,1,0.59,8,0
"什么网站买机票便宜",9,1,0.42,5.67,0
"长沙飞机票预订",11,1,0.82,6.25,0
"特价深圳机票",17,1,0.7,8.36,0
"途牛网机票",33,11,4.53,1.07,0
"途牛-机票",24,11,6.14,1,0
"飞机票查询2折",3,1,0.45,5,0
"打折机票预订",370,6,4.82,10.15,0
"乌鲁木齐特价机票",43,2,1.3,8.37,0
"大连飞机票",210,1,0.73,9.75,0
"乌鲁木齐飞机时刻表",16,1,0.68,11.2,0
"海口机票",52,3,2.14,7.06,0
"昆明特价机票",93,8,11.67,5.84,0
"打折机票",2639,38,21.21,10.42,4
"去哪网机票查询",3303,1,0.45,9.45,0
"最便宜的机票网",8,1,0.5,8.5,0
"杭州机票",31,1,0.97,4.38,0
"2013年春节机票预订",8,4,3.93,1.43,0
"厦门特价机票查询",87,2,1.98,7.73,0
"飞机折扣",9,1,0.42,7.14,0
"酷讯特价机票",4991,7,3.26,8.75,0
"广州飞机票预定",48,1,0.79,6.73,0
"特价机票网可靠吗",30,1,0.49,1.6,0
"呼和浩特机票价格查询",14,1,0.94,5.11,0
"长沙-飞机票",49,1,0.74,9.91,0
"飞机票什么时候最便宜",23,1,0.5,4.77,0
"郑州打折机票预订",9,1,0.55,5.6,0
"温州飞机票",76,2,0.97,7.07,0
"特惠机票",7141,170,104.85,8.94,1
"三亚飞机",408,2,0.94,7.73,0
"昆明特价机票",35,1,0.75,9.06,0
"厦门航班",44,1,0.53,6.33,0
"机票查询",17786,72,31.75,10.63,3
"上海特价飞机票",265,1,0.58,11.29,0
"济南特价机票",77,1,0.77,7.12,0
"上海-买机票",106,5,3.66,6.8,0
"特惠机票订购",64,6,4.85,5.82,0
"哈尔滨便宜飞机票",98,1,0.79,8.54,0
"呼和浩特特价机票查询",26,1,0.62,8.31,0
"大连特价机票",35,5,4.71,4.26,0
"成都-机票",7,3,3.44,1,0
"哈尔滨机票",169,2,1.1,7.96,0
"深圳飞机票订购",3,1,1.12,2,0
"途牛网机票",36,6,2.95,1.03,0
"途牛网-飞机票",52,1,0.43,1.67,0
"哪个网站的机票便宜",16,2,0.87,4.4,0
"大连飞机票价",97,1,0.63,8.77,0
"深圳便宜机票",12,3,2.47,2.5,0
"杭州机票",77,1,0.72,9.44,0
"哪个网站买机票最便宜",18,2,0.83,5.29,0
"特价飞机票",4427,97,52.87,9.2,3
"酷讯网特价机票",113,1,0.65,8.96,0
"深圳折扣机票网",9,4,3.89,4.56,0
"重庆机票",307,2,1.25,8.75,0
"5.1机票查询",5,1,1.05,4,0
"飞机票网上订票",3116,89,52.29,7.31,7
"特价飞机票",12297,453,222.57,7.2,22
"海口打折机票",98,2,1.04,6.51,0
"特价机票查询网",1098,33,21.28,7.4,0
"什么时候买机票便宜",222,13,5.77,5.84,0
"南昌机票往返",6,1,0.78,6.33,2
"折扣机票",158,3,2.14,9.31,0
"重庆预订机票",13,1,0.94,8.8,0
"网上买机票",93,1,0.61,7.97,0
"长沙航班查询",131,1,0.55,7.11,0
"昆明机票预订",35,1,0.91,11.8,0
"网上哪里买机票便宜",16,2,0.98,3.67,0
"南航特价机票查询",19,2,0.95,11.93,0
"海口飞机票便宜",11,2,1.65,6.5,0
"酷讯网特价机票",79,1,0.58,5.75,0
"上海预定机票",14,1,0.84,7.82,0
"深圳机票",109,14,17.06,3.65,0
"济南特价机票",17,1,0.66,7.64,0
"成都飞机票",83,1,0.59,8.7,0
"昆明飞机票价",105,1,0.3,8.2,0
"杭州特价机票",53,1,0.93,3.94,0
"机票最便宜",12,1,0.88,3.17,0
"广元特价机票",4,1,0.75,4,0
"南航机票",138,1,0.45,7.74,5
"丽江飞机票",10,1,1.73,1.5,0
"三亚飞机",230,1,0.43,5.8,0
"北京机票票价查询",245,9,5.61,7.72,0
"上海的飞机",169,1,0.71,6.42,0
"去哪网机票",117,1,0.45,8.87,0
"北京到北海特价机票",11,3,4.82,4.4,0
"在哪买机票最便宜",22,2,0.98,5.88,0
"成都打折机票预订",6,1,0.56,8,0
"昆明航班查询",31,1,0.79,7.42,0
"上海机票预订",90,1,1.1,8.17,0
"深圳的机票",426,23,29.59,4.26,0
"湛江特价机票",8,1,0.75,6,0
"厦门机票预定",697,9,4.14,9.24,0
"途牛机票",8,1,0.5,1,0
"三亚机票价格",48,1,0.72,9.13,0
"呼和浩特的飞机",46,1,0.78,5.44,0
"网上预定机票",61,1,1.09,7.41,0
"济南便宜机票",132,1,0.64,7.32,0
"飞机票预定",1135,13,13.11,7.34,3
"最便宜的机票网",35,1,0.46,5.92,0
"婴儿机票",141,2,0.91,4.35,2
"深圳到杭州特价机票预定",23,1,1.31,8.48,1
"打折机票价格查询",282,6,2.15,9.86,0
"成都-机票",34,3,3.62,6.26,0
"网上飞机票官网",1114,4,1.8,11.5,0
"成都特价机票",51,3,3.52,4.5,0
"特价飞机票",11841,427,222.96,7.36,13
"哈尔滨飞机票查询价格",15,1,0.98,8.27,0
"天津机票",163,2,0.9,5.33,0
"特价机票",15177,634,656.97,7.41,16
"海口打折机票预订",4,1,0.62,9,0
"呼和浩特折扣机票",33,2,1.45,6.38,0
